message,location
"I suffer from asthma.  It is not acceptable to use coal when there are alternatives (solar panels - in which we have invested for our house, wind and wave power).  Why is it acceptable to damage the flora and fauna of our planet in the name of profit?  Soon there will be no human life left to take advantage of any profits made.  Please put our continued existence on earth before short term gain.","[51, -1]"
We have a once in a lifetime chance to save the planet for our grandchildren.  Please  do all you can to help.,"[52, 0]"
"For the sake of our grandchildren's grandchildren and for all species, we must change our ways so that our earth may be healthy and protected. ","[41, -72]"
It is past time to change this practice.,"[26, -80]"
Stop insuring the polluters,"[45, -64]"
"Get real.....before it's too late....yes, for you as well","[51, 0]"
I love my grandchildren and want to protect them and some of the poorest people in the world from Climate Change and the disasters which will occur ,"[52, -2]"
"A few years ago, we visited the Great Barrier Reef and snorkelled in its waters. The colours and life on the reef are wonderful to see.  In recent years, there have been three annual events of coral bleaching which has resulted in killing off much of the life on the reef.  With further coral bleaching events and the reef may never recover.  Global warming has caused this and the burning of fossil fuels is to blame for this catastrophe.  This must not continue.  We call upon Lloyd's of London to cease support of the fossil fuel industry including the proposed massive Adani coal mine in the Galilee Basin in Queensland.  The time has come to totally reject fossil fuels and support renewable sources of energy.     Ken and Roberta Crawford-Condie ","[-38, 145]"
"As a Lloyd's bank account holder, I am disgusted that after all the publicity about the effects of fossil fuels on the environment and climate, that they are still financially supporting the use of coal. Lloyd's need to leave the dark ages.","[51, -1]"
Make your grand children proud,"[51, 0]"
Please protect my grandchildren from climate change by not supporting fossil fuel production ,"[51, 0]"
"For the sake of us, our children and our grandchildren, please, PLEASE stand up for the environment and our planet - for our future. ","[52, -1]"
Hi    Please stop insuring new fossil fuel infrastructures. This will lead to a lot of destruction. I fear my children and grandchildren will be poorer because we are failing at curbing our GHG emissions worldwide.    Regards !,"[45, -72]"
Financing companies that make a living from fossil fuels is morally wrong.     ,"[52, 2]"
I love my family and fear for their futures. Please help make the world a safe place for them to live. There is no planet B.,"[52, -2]"
Please consider the future. You must recognise that today's profits will cost us and future generations dear - so stop funding the destruction of all that is valuable! ,"[57, -5]"
